problem,capacity,weights_chr,values_chr,maxValue,ncapacity,corr,dev.w,dev.v,mean.w,mean.v,mean.ef,dev.ef,sum.ef,profit,nprofit,case_id,solution,runtime,solvetime,no_solutions,variables,propagators,propagations,nodes,failures,restarts,peak_depth,ncapacity_bin,nprofit_bin,region,propagations_cum_dist
143-0.44-0.89,66,"17,20,24,17,24,48","8,27,7,30,20,7",99,0.44,-0.493911743879,11.696153213770756,10.559356040971437,25,16.5,2.486353615520282,2.3878533184314823,41.764699773942496,88,0.8888888888888888,143,0,4.041,0.202,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
233-0.42-0.4,71,"24,33,27,26,19,42","21,19,5,47,3,22",117,0.4152046783625731,0.212378974079,8.018728078691781,15.795568998931314,28.5,19.5,2.845885829984374,2.4062462898858183,49.39387302196895,46,0.39316239316239315,233,1,4.049,0.251,1,55,80,305,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9675459632294164
192-0.42-0.88,74,"22,37,42,13,21,42","13,47,11,43,38,6",158,0.4180790960451977,-0.498807436315,12.4056438768812,18.261069702146877,29.5,26.333333333333332,2.35878011889757,2.6105898062801796,45.1535961523377,139,0.879746835443038,192,0,4.758,0.246,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
41-0.45-0.62,94,"48,27,32,39,31,33","38,34,49,38,31,29",219,0.44761904761904764,0.169512267764,7.4565407529228995,7.12039324756716,35,36.5,0.9790972650403174,0.22320487442875464,0.25172362581654906,135,0.6164383561643836,41,0,6.089,0.33,0,55,80,482,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9701444622792937
139-0.42-0.4,64,"7,42,34,23,22,26","28,30,46,38,37,38",217,0.4155844155844156,0.329170449571,11.877148928369412,6.462713568360172,25.666666666666668,36.166666666666664,0.7121997855979549,0.3777493503725557,1.210446638993618,86,0.39631336405529954,139,1,2.118,0.219,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
211-0.44-0.62,89,"1,32,44,39,42,46","49,25,24,26,40,31",195,0.4362745098039216,-0.715418461851,16.88786546606764,10.014988766843425,34,32.5,1.1946020773900958,0.6311665253034207,2.219075724465213,120,0.6153846153846154,211,1,3.172,0.281,1,55,80,447,10,4,0,4,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9582664526484751
48-0.44-0.86,78,"37,11,26,19,39,46","44,25,1,39,19,21",149,0.43820224719101125,-0.0423575815896,13.291601358251256,15.39372166393386,29.666666666666668,24.833333333333332,5.335199391252023,10.152472004643414,628.1271615968128,128,0.8590604026845637,48,0,4.064,0.123,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
214-0.44-0.87,100,"44,49,41,45,29,20","12,4,21,3,28,45",113,0.43859649122807015,-0.963554613653,11.135528725660043,16.067565673326705,38,18.833333333333332,5.724867724867725,6.276054620063494,330.8905580750819,98,0.8672566371681416,214,0,2.91,0.159,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
4-0.45-0.86,75,"18,42,30,43,33,1","16,13,34,2,5,22",92,0.4491017964071856,-0.463908964426,15.992706671063114,11.69045194450012,27.833333333333332,15.333333333333334,5.563929452900041,8.15536929770687,457.52695421619,79,0.8586956521739131,4,0,15.521,0.217,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
214-0.45-0.36,102,"44,49,41,45,29,20","12,4,21,3,28,45",113,0.4473684210526316,-0.963554613653,11.135528725660043,16.067565673326705,38,18.833333333333332,5.724867724867725,6.276054620063494,330.8905580750819,40,0.35398230088495575,214,1,2.714,0.258,1,55,80,399,10,3,0,6,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9936051159072742
19-0.41-0.37,78,"37,34,45,18,20,38","18,8,25,14,46,26",137,0.40625,-0.227459598425,10.714476188783099,13.212367943206345,32,22.833333333333332,1.8812651519173258,1.2861608785011618,12.930818634837605,50,0.36496350364963503,19,1,3.68,0.355,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
31-0.42-0.63,99,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.41596638655462187,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,112,0.6292134831460674,31,0,3.99,0.229,0,55,80,385,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9200642054574639
197-0.45-0.36,86,"28,39,23,27,35,41","2,21,9,48,37,7",124,0.44559585492227977,-0.043236720515,7.222649560006817,18.359375443262405,32.166666666666664,20.666666666666668,4.296381202631203,5.113586561134217,195.94061178942434,44,0.3548387096774194,197,1,3.929,0.247,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
91-0.44-0.86,78,"41,11,36,12,29,49","48,47,17,26,17,18",173,0.43820224719101125,-0.302375862393,15.513435037626794,14.851487018701752,29.666666666666668,28.833333333333332,1.3492498858972577,0.9878765439108383,5.611353226841597,148,0.8554913294797688,91,0,3.877,0.142,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
126-0.44-0.88,73,"4,40,25,47,41,11","37,19,21,29,16,49",171,0.43452380952380953,-0.71821215565,17.59545395833822,12.613484847574837,28,28.5,1.301921151261636,0.9934282721322301,5.481436948833051,150,0.8771929824561403,126,0,4.594,0.172,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
168-0.42-0.4,60,"41,17,34,25,4,24","46,14,37,35,32,35",199,0.41379310344827586,0.609537159953,12.952477240538455,10.53407170407847,24.166666666666668,33.166666666666664,0.7582514968384534,0.36323171239250135,1.0103404171230341,79,0.3969849246231156,168,1,5.02,0.314,1,55,80,234,5,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
233-0.44-0.37,75,"24,33,27,26,19,42","21,19,5,47,3,22",117,0.43859649122807015,0.212378974079,8.018728078691781,15.795568998931314,28.5,19.5,2.845885829984374,2.4062462898858183,49.39387302196895,43,0.36752136752136755,233,1,4.763,0.254,1,55,80,305,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9675459632294164
211-0.45-0.61,91,"1,32,44,39,42,46","49,25,24,26,40,31",195,0.44607843137254904,-0.715418461851,16.88786546606764,10.014988766843425,34,32.5,1.1946020773900958,0.6311665253034207,2.219075724465213,118,0.6051282051282051,211,1,11.294,0.393,1,55,80,509,12,5,0,4,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9768860353130016
124-0.42-0.87,75,"4,38,25,16,49,47","43,45,20,26,12,13",159,0.41899441340782123,-0.574134026739,17.949001829256876,14.48792600754159,29.833333333333332,26.5,1.750261710726827,1.6749363368665608,17.404414470276336,138,0.8679245283018868,124,0,3.625,0.202,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
184-0.41-0.87,63,"18,33,33,7,22,42","1,38,14,42,28,16",139,0.4064516129032258,-0.278543398906,12.608198390994119,15.651411012003571,25.833333333333332,23.166666666666668,4.133824143692565,6.860248027357804,294.24013756587584,120,0.8633093525179856,184,0,3.263,0.18,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
98-0.43-0.61,95,"48,34,43,32,20,44","26,24,34,47,17,11",159,0.4298642533936652,-0.00381155173728,10.284292229738838,12.755391017134675,36.833333333333336,26.5,1.7308080078730892,1.1737267563079916,10.092654558594997,96,0.6037735849056604,98,1,5.105,0.37,1,55,80,382,7,3,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9146067415730337
69-0.41-0.38,66,"37,27,22,46,3,27","47,37,34,39,43,29",229,0.4074074074074074,0.0192965618055,14.573949361789344,6.400520812142295,27,38.166666666666664,0.7240519499864331,0.3710265193331554,1.145187348080122,87,0.3799126637554585,69,1,3.647,0.279,1,55,80,235,5,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
88-0.42-0.37,74,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.4157303370786517,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,56,0.3660130718954248,88,1,2.69,0.162,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
70-0.42-0.37,80,"34,26,36,22,38,35","12,7,34,42,34,13",142,0.418848167539267,-0.0759611731845,6.3377177806105145,14.678782874157744,31.833333333333332,23.666666666666668,1.990034475328593,1.2613811643569308,13.836421783007207,52,0.36619718309859156,70,1,4.805,0.462,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
73-0.41-0.37,71,"23,38,14,43,45,12","3,40,7,29,36,37",152,0.4057142857142857,0.47350422613,14.716204220744787,16.206994374857626,29.166666666666668,25.333333333333332,2.278958268613441,2.6975778925497687,46.19903794899441,56,0.3684210526315789,73,1,3.137,0.284,1,55,80,493,11,4,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9987210231814548
30-0.41-0.37,63,"44,35,40,10,16,11","9,40,5,35,45,33",167,0.40384615384615385,-0.710541983706,15.375304875026057,16.714265364252977,26,27.833333333333332,2.456415343915344,3.249066482367622,65.50903895817586,61,0.3652694610778443,30,1,3.419,0.234,1,55,80,331,8,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9892885691446842
88-0.43-0.36,76,"25,44,17,39,30,23","27,19,46,11,37,13",153,0.42696629213483145,-0.576781343479,10.191499726078918,13.881642554107204,29.666666666666668,25.5,1.6227961237495945,1.175911069826157,9.241084291243608,55,0.35947712418300654,88,1,2.961,0.201,1,55,80,233,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9154276578737011
87-0.44-0.37,68,"40,17,21,26,24,28","22,13,7,40,24,19",125,0.4358974358974359,0.329110810249,7.874007874011811,11.267948645013727,26,20.833333333333332,1.5415930560667404,0.8186616571991135,5.110972775118262,46,0.368,87,1,4.363,0.222,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
124-0.44-0.88,78,"4,38,25,16,49,47","43,45,20,26,12,13",159,0.43575418994413406,-0.574134026739,17.949001829256876,14.48792600754159,29.833333333333332,26.5,1.750261710726827,1.6749363368665608,17.404414470276336,139,0.8742138364779874,124,0,14.28,0.189,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
31-0.41-0.62,97,"49,45,21,46,37,40","33,26,9,36,35,39",178,0.40756302521008403,0.765039181902,10.112698288126007,11.021191708098842,39.666666666666664,29.666666666666668,1.484918784918785,0.4933731638465091,2.6279627618222365,110,0.6179775280898876,31,0,3.271,0.219,0,55,80,419,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9495987158908508
2-0.45-0.9,55,"46,1,32,5,35,5","8,33,16,43,30,39",169,0.4435483870967742,-0.858012489542,19.252705437591537,13.556056457047776,20.666666666666668,28.166666666666668,1.5319089824903778,2.207895648707724,26.0715789718362,152,0.8994082840236687,2,0,12.221,0.15,0,55,0,124,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.90976
235-0.44-0.39,73,"16,41,46,29,4,30","3,29,1,35,8,43",119,0.4397590361445783,0.232696141418,15.603418428878546,18.049007359593674,27.666666666666668,19.833333333333332,9.128895380659614,18.154041700757723,2044.3197910225072,46,0.3865546218487395,235,1,3.62,0.385,1,55,80,292,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9584332533972821
87-0.45-0.36,70,"40,17,21,26,24,28","22,13,7,40,24,19",125,0.44871794871794873,0.329110810249,7.874007874011811,11.267948645013727,26,20.833333333333332,1.5415930560667404,0.8186616571991135,5.110972775118262,45,0.36,87,1,4.048,0.273,1,55,80,319,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9827338129496402
143-0.43-0.89,64,"17,20,24,17,24,48","8,27,7,30,20,7",99,0.4266666666666667,-0.493911743879,11.696153213770756,10.559356040971437,25,16.5,2.486353615520282,2.3878533184314823,41.764699773942496,88,0.8888888888888888,143,0,4.849,0.241,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
27-0.43-0.9,58,"9,26,43,14,10,34","2,3,3,43,21,23",95,0.4264705882352941,-0.292795576898,13.966626889362608,16.351350606805134,22.666666666666668,15.833333333333334,4.963338790184088,5.577009587436242,249.763505886446,85,0.8947368421052632,27,1,4.093,0.197,1,55,0,127,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
120-0.43-0.38,41,"39,19,5,5,22,7","11,32,33,13,30,30",149,0.422680412371134,-0.404794692826,13.39278412678509,10.028293307770104,16.166666666666668,24.833333333333332,0.9403336247086247,1.2946452100310768,8.401891557324523,56,0.37583892617449666,120,1,5.625,0.241,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
192-0.45-0.86,79,"22,37,42,13,21,42","13,47,11,43,38,6",158,0.4463276836158192,-0.498807436315,12.4056438768812,18.261069702146877,29.5,26.333333333333332,2.35878011889757,2.6105898062801796,45.1535961523377,135,0.8544303797468354,192,0,5.561,0.191,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
57-0.43-0.37,55,"36,10,14,36,10,22","18,26,13,34,14,47",152,0.4296875,0.303859645812,12.1764800606196,13.261473020244269,21.333333333333332,25.333333333333332,0.9504554686031532,0.5895614871737593,1.7526416993406733,56,0.3684210526315789,57,1,5.032,0.285,1,55,80,240,5,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9539568345323741
120-0.43-0.4,41,"39,19,5,5,22,7","11,32,33,13,30,30",149,0.422680412371134,-0.404794692826,13.39278412678509,10.028293307770104,16.166666666666668,24.833333333333332,0.9403336247086247,1.2946452100310768,8.401891557324523,59,0.3959731543624161,120,1,3.57,0.233,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
96-0.45-0.36,64,"36,6,9,25,40,28","2,14,21,17,47,44",145,0.4444444444444444,0.326341597859,13.899640283115243,17.72474729486056,24,24.166666666666668,3.635859759764641,7.0475866487836,290.0289278994433,52,0.3586206896551724,96,1,4.311,0.205,1,55,80,320,8,2,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.986890487609912
53-0.43-0.65,71,"32,16,20,21,34,43","25,45,33,34,29,44",210,0.42771084337349397,-0.0916972469225,10.327955589886445,8.024961059095553,27.666666666666668,35,0.8348249568026445,0.36376831508678487,0.8253337046768816,136,0.6476190476190476,53,0,3.7,0.227,0,55,80,379,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.907223113964687
62-0.45-0.86,45,"27,3,26,27,12,5","14,28,8,12,40,47",149,0.45,-0.846435410055,11.360751148875089,16.104864689486426,16.666666666666668,24.833333333333332,1.3236828774062817,1.3374876840905414,9.57299015622546,128,0.8590604026845637,62,0,7.212,0.186,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
181-0.45-0.86,53,"3,41,38,2,23,12","46,4,3,18,32,17",120,0.44537815126050423,-0.698752819453,17.034279164868313,16.601204775557708,19.833333333333332,20,4.08627125367055,5.768062730914659,223.50315984623248,103,0.8583333333333333,181,1,3.65,0.282,1,55,0,130,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.98512
157-0.42-0.63,62,"26,33,10,27,13,40","38,40,39,42,28,32",219,0.4161073825503356,0.121591480618,11.513759884011247,5.357238094391549,24.833333333333332,36.5,0.6871272733114838,0.33851985352563896,1.160314514788142,137,0.6255707762557078,157,0,7.716,0.369,0,55,80,410,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.946067415730337
113-0.45-0.61,81,"24,41,43,45,19,8","33,37,21,37,32,33",193,0.45,-0.0917257320903,15.20526224699857,5.879342366852492,30,32.166666666666664,0.9892317236067236,0.6274690439734313,1.9692827403835511,117,0.6062176165803109,113,0,4.303,0.308,0,55,80,441,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9556982343499197
228-0.41-0.88,57,"3,39,11,22,26,39","22,5,39,8,41,12",127,0.40714285714285714,-0.491952381507,14.596803303006677,15.689699381016409,23.333333333333332,21.166666666666668,2.475426876646389,2.9222888365006203,55.76016702966385,111,0.8740157480314961,228,0,3.204,0.106,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
159-0.43-0.87,56,"5,17,42,38,28,2","43,15,26,16,21,35",156,0.42424242424242425,-0.649013786374,16.769019053003667,11.099549540409287,22,26,1.1050788681602635,0.8946401485408242,4.068154388108793,135,0.8653846153846154,159,0,4.493,0.202,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
91-0.43-0.9,76,"41,11,36,12,29,49","48,47,17,26,17,18",173,0.42696629213483145,-0.302375862393,15.513435037626794,14.851487018701752,29.666666666666668,28.833333333333332,1.3492498858972577,0.9878765439108383,5.611353226841597,155,0.8959537572254336,91,0,3.122,0.14,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
60-0.42-0.65,91,"42,34,49,37,37,20","38,16,38,47,32,31",202,0.4155251141552511,0.343911511488,9.648834126463155,10.366613075960087,36.5,33.666666666666664,1.1847303624968393,0.5198735289135039,1.556094271294181,131,0.6485148514851485,60,0,4.313,0.294,0,55,80,413,7,4,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9471910112359551
103-0.43-0.65,74,"3,4,44,40,44,38","42,1,2,35,15,49",144,0.4277456647398844,-0.00583740771903,19.762759591379606,20.80384579831335,28.833333333333332,24,5.1538548752834465,8.380259716237646,454.6708265074737,93,0.6458333333333334,103,0,2.853,0.216,0,55,80,513,11,6,0,4,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9778491171749599
228-0.45-0.86,63,"3,39,11,22,26,39","22,5,39,8,41,12",127,0.45,-0.491952381507,14.596803303006677,15.689699381016409,23.333333333333332,21.166666666666668,2.475426876646389,2.9222888365006203,55.76016702966385,109,0.8582677165354331,228,1,3.771,0.176,1,55,0,130,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.98512
193-0.42-0.63,61,"10,46,31,34,19,6","20,23,27,20,26,10",126,0.4178082191780822,0.559019688361,15.344923156101716,6.131883886702357,24.333333333333332,21,1.1131528964862298,0.6192917911616425,1.9944330809003175,79,0.626984126984127,193,0,5.61,0.361,0,55,80,396,7,4,0,2,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9330658105939005
128-0.41-0.62,67,"23,15,8,34,44,41","12,14,17,24,31,19",117,0.40606060606060607,0.714761903913,14.515508947329405,7.00713921654194,27.5,19.5,1.4087666192679675,0.602213509397373,2.8158464486700803,72,0.6153846153846154,128,0,4.123,0.279,0,55,80,587,13,7,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9951845906902087
46-0.44-0.89,62,"22,25,45,17,11,21","12,18,13,2,43,39",127,0.4397163120567376,-0.381437441993,11.588787684654509,16.265505423031485,23.5,21.166666666666668,2.663006029285099,3.0766262988100834,63.921681233280715,113,0.889763779527559,46,0,2.927,0.105,0,55,0,127,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97296
120-0.42-0.38,40,"39,19,5,5,22,7","11,32,33,13,30,30",149,0.41237113402061853,-0.404794692826,13.39278412678509,10.028293307770104,16.166666666666668,24.833333333333332,0.9403336247086247,1.2946452100310768,8.401891557324523,56,0.37583892617449666,120,1,2.523,0.209,1,55,80,234,7,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9232613908872902
1-0.41-0.62,46,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.40707964601769914,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,78,0.6141732283464567,1,0,7.506,0.509,0,55,80,504,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9741573033707865
143-0.45-0.89,67,"17,20,24,17,24,48","8,27,7,30,20,7",99,0.44666666666666666,-0.493911743879,11.696153213770756,10.559356040971437,25,16.5,2.486353615520282,2.3878533184314823,41.764699773942496,88,0.8888888888888888,143,0,5.501,0.22,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
240-0.45-0.64,78,"21,7,35,38,25,48","16,33,27,37,17,21",151,0.4482758620689655,-0.044922798693,14.436065946094871,8.635199283552561,29,25.166666666666668,1.2673745094088231,0.6711945964883127,2.681445701465198,96,0.6357615894039735,240,0,3.477,0.304,0,55,80,522,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9810593900481541
189-0.41-0.4,50,"49,24,14,21,10,4","32,46,12,43,3,31",167,0.4098360655737705,0.371861139891,15.807171368295677,17.057745063948712,20.333333333333332,27.833333333333332,1.195065580253759,1.164064146271217,7.003530166769101,66,0.39520958083832336,189,1,4.58,0.387,1,55,80,235,5,1,0,2,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9382893685051958
40-0.44-0.4,51,"11,35,27,13,18,12","1,45,16,29,47,23",161,0.4396551724137931,0.475467693702,9.688481133111972,17.55467648994611,19.333333333333332,26.833333333333332,2.469711915614297,4.206556038285057,101.43588720555424,64,0.39751552795031053,40,1,3.799,0.34,1,55,80,320,7,2,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.986890487609912
103-0.42-0.38,72,"3,4,44,40,44,38","42,1,2,35,15,49",144,0.4161849710982659,-0.00583740771903,19.762759591379606,20.80384579831335,28.833333333333332,24,5.1538548752834465,8.380259716237646,454.6708265074737,54,0.375,103,1,4.657,0.214,1,55,80,232,6,1,0,4,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9045563549160671
91-0.41-0.86,72,"41,11,36,12,29,49","48,47,17,26,17,18",173,0.4044943820224719,-0.302375862393,15.513435037626794,14.851487018701752,29.666666666666668,28.833333333333332,1.3492498858972577,0.9878765439108383,5.611353226841597,148,0.8554913294797688,91,0,3.361,0.158,0,55,0,125,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.92336
1-0.42-0.62,47,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.415929203539823,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,78,0.6141732283464567,1,0,3.769,0.359,0,55,80,508,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9765650080256821
248-0.43-0.61,98,"46,47,30,48,36,23","38,21,39,2,38,16",154,0.4260869565217391,-0.21092505384,10.366613075960087,15.214028613968972,38.333333333333336,25.666666666666668,5.100453457361352,9.272996501490619,530.8246319192064,93,0.6038961038961039,248,1,3.439,0.314,1,55,80,418,7,3,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9489566613162119
233-0.43-0.39,73,"24,33,27,26,19,42","21,19,5,47,3,22",117,0.4269005847953216,0.212378974079,8.018728078691781,15.795568998931314,28.5,19.5,2.845885829984374,2.4062462898858183,49.39387302196895,45,0.38461538461538464,233,1,3.144,0.241,1,55,80,305,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9675459632294164
1-0.42-0.64,47,"2,2,42,31,30,6","2,23,40,40,10,12",127,0.415929203539823,0.674254072333,17.55467648994611,16.055113411828227,18.833333333333332,21.166666666666668,1.0686594202898552,1.0107906506520006,5.136773393194707,81,0.6377952755905512,1,0,4.244,0.338,0,55,80,508,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9765650080256821
56-0.45-0.36,32,"21,5,15,16,5,10","11,29,29,49,18,41",177,0.4444444444444444,-0.0639878883379,6.44980619863884,14.053469322555197,12,29.5,0.5744928184252948,0.6640651178138396,3.2912505729154393,63,0.3559322033898305,56,1,4.726,0.32,1,55,80,239,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9520383693045563
192-0.44-0.9,77,"22,37,42,13,21,42","13,47,11,43,38,6",158,0.4350282485875706,-0.498807436315,12.4056438768812,18.261069702146877,29.5,26.333333333333332,2.35878011889757,2.6105898062801796,45.1535961523377,142,0.8987341772151899,192,0,4.971,0.202,0,55,0,126,0,1,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.95184
110-0.44-0.88,66,"47,22,35,6,29,13","7,7,6,8,3,26",57,0.4342105263157895,-0.450854943404,14.922019523732928,8.264381404557755,25.333333333333332,9.5,4.434523809523809,3.6125862589643516,136.02962018140587,50,0.8771929824561403,110,0,4.784,0.278,0,55,54,188,3,2,0,1,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.99696
225-0.45-0.86,75,"10,17,41,47,49,4","14,19,7,2,3,37",82,0.44642857142857145,-0.880229000889,19.959959919799438,13.170674495509587,28,13.666666666666666,7.901267809162546,9.798736119881987,765.8411319780986,70,0.8536585365853658,225,1,4.494,0.243,1,55,13,131,2,0,0,1,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.98944
110-0.45-0.87,68,"47,22,35,6,29,13","7,7,6,8,3,26",57,0.4473684210526316,-0.450854943404,14.922019523732928,8.264381404557755,25.333333333333332,9.5,4.434523809523809,3.6125862589643516,136.02962018140587,49,0.8596491228070176,110,0,4.133,0.285,0,55,67,200,3,2,0,1,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.99888
160-0.43-0.62,70,"14,13,34,43,43,16","9,22,19,23,24,36",133,0.4294478527607362,0.0664292894209,14.46950816948063,8.70440501508671,27.166666666666668,22.166666666666668,1.3402691098629314,0.647470369395462,2.79078779898695,82,0.6165413533834586,160,0,5.636,0.381,0,55,80,516,11,6,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9791332263242376
181-0.43-0.89,51,"3,41,38,2,23,12","46,4,3,18,32,17",120,0.42857142857142855,-0.698752819453,17.034279164868313,16.601204775557708,19.833333333333332,20,4.08627125367055,5.768062730914659,223.50315984623248,106,0.8833333333333333,181,1,5.273,0.3,1,55,0,129,1,0,0,0,"(0.4,0.45]","(0.85,0.9]",overconstrained,0.97712
208-0.41-0.61,63,"21,1,27,18,49,39","37,6,41,28,19,41",172,0.4064516129032258,0.408216226478,16.809719410706016,14.00952057233461,25.833333333333332,28.666666666666668,0.9276324738455676,0.8473042561193261,3.621044865239898,104,0.6046511627906976,208,0,3.636,0.232,0,55,80,398,9,5,0,3,"(0.4,0.45]","(0.6,0.65]",phaseT,0.9357945425361156
242-0.41-0.39,47,"10,34,12,4,26,29","9,40,15,42,37,31",174,0.40869565217391307,0.38855876435,12.073386710723161,13.813037319865606,19.166666666666668,29,0.7490892966699418,0.34878380436391065,0.9859877972063202,67,0.3850574712643678,242,1,4.043,0.294,1,55,80,305,8,2,0,5,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9675459632294164
56-0.45-0.38,32,"21,5,15,16,5,10","11,29,29,49,18,41",177,0.4444444444444444,-0.0639878883379,6.44980619863884,14.053469322555197,12,29.5,0.5744928184252948,0.6640651178138396,3.2912505729154393,67,0.3785310734463277,56,1,4.719,0.375,1,55,80,239,6,1,0,3,"(0.4,0.45]","(0.35,0.4]",underconstrained,0.9520383693045563
